,COD_TRAFO,CONSUMO,CONS_PROME,LATITUDE,LONGITUDE,EMPRESA,MES,ANO
918,100008TR1,52440,43180,5.75236448,-74.62735461,2103,1,2018
1028,1000454,56538,58382,3.41791959,-76.49666105,2438,1,2018
1336,1002,69181,66245,4.813982,-75.695698,2073,1,2018
1948,100557,62057,59412,7.11620671,-73.11197325,524,1,2018
2045,100601,84656,0,7.09203401,-73.10592,524,1,2018
2110,100639,52303,52830,7.09567465,-73.10274791,524,1,2018
2115,100642TR1,54735,41301,4.30821004,-74.79826219,2103,1,2018
2312,100756,50320,47876,7.09243456,-73.09651345,524,1,2018
2550,100910,51768,50823,7.11749442,-73.12454246,524,1,2018
3789,10146TR1,76181,66349,4.57965624,-74.2165645,2103,1,2018
4129,101725,78294,81807,7.10413997,-73.12273107,524,1,2018
4280,1018884,66323,62662,3.42899882,-76.52100081,2438,1,2018
4286,1018957,50158,36435,3.4310177000000004,-76.52055843,2438,1,2018
4886,102409,64825,62907,7.11479922,-73.11034993,524,1,2018
4937,10244TR1,51748,24890,4.59500406,-74.25291752,2103,1,2018
5094,102526,53460,47373,7.12072219,-73.12089255,524,1,2018
5156,102552,76972,90051,7.1201435,-73.12292617,524,1,2018
5210,102614,67539,69273,7.1186098,-73.1256267,524,1,2018
5309,102702,54120,50160,7.11770525,-73.12704895,524,1,2018
5396,102805,74400,64866,7.11726734,-73.13064394,524,1,2018
5489,10292TR1,80880,79880,4.62338094,-74.10364827,2103,1,2018
5888,103191,57378,56894,7.11499808,-73.10884604,524,1,2018
6061,10338TR1,49870,47012,4.58126854,-74.21718100000001,2103,1,2018
6182,103525,76560,78906,7.12824344,-73.11477753,524,1,2018
6438,10395TR1,57254,59661,4.62867966,-74.19628981,2103,1,2018
6881,104525,57459,60629,7.13494816,-73.12321427,524,1,2018
6905,104555,63887,58927,7.12012472,-73.12669474,524,1,2018
6983,1047,75180,82650,4.8121485,-75.764537,2073,1,2018
7000,104711,53460,61380,7.11765436,-73.13005578,524,1,2018
7029,104739,53774,51401,7.12037616,-73.12567341,524,1,2018
7141,10493TR1,69614,64583,4.58377294,-74.21915541,2103,1,2018
7432,105412,77220,32780,7.13806962,-73.13296648,524,1,2018
7558,10564,54450,57530,1.9108610000000001,-75.151738,1032,1,2018
7780,106,56859,53678,5.695138,-76.660273,3226,1,2018
7826,106036,54446,49806,7.07350052,-73.16751667,524,1,2018
7997,106182,67980,93720,7.10677283,-73.11240132,524,1,2018
8565,107219,64200,102400,7.0835777,-73.16754771,524,1,2018
8591,10724TR1,56569,60340,4.62915063,-74.19538511,2103,1,2018
8618,1072722,51519,50791,3.476636,-76.48508368,2438,1,2018
8871,10761,52691,0,6.1839,-75.5905,564,1,2018
9324,108185,53313,52858,7.06182428,-73.08645045,524,1,2018
9700,108606,58055,60237,7.06646365,-73.10563925,524,1,2018
10110,10920,87765,0,6.3093,-75.5747,564,1,2018
10644,11027,78540,72600,2.1032040000000003,-74.765,1032,1,2018
10752,11040TR1,66150,63342,4.75911751,-74.09879302,2103,1,2018
10774,11043,52305,54195,4.754132,-75.906129,617,1,2018
11250,11127TR1,64032,62120,4.69465804,-74.11549646,2103,1,2018
11259,11129TR1,60317,58142,4.69442885,-74.1136819,2103,1,2018
11268,11130TR1,56776,53353,4.69369432,-74.11382113,2103,1,2018
11282,11134TR1,68309,59521,4.69226021,-74.11145711,2103,1,2018
11286,11135TR1,50279,48332,4.69260914,-74.11003732,2103,1,2018
11294,11137TR1,55265,52235,4.69147526,-74.11013759,2103,1,2018
11541,1119826,50990,52417,3.48588866,-76.49898515,2438,1,2018
13130,1142,63711,59094,5.311851,-73.14219200000001,500,1,2018
13515,115017,53728,55216,7.0888019,-73.168903,524,1,2018
13651,115125,77436,70400,7.10685864,-73.11887784,524,1,2018
13697,115170,50829,0,7.08668683,-73.13602554,524,1,2018
13833,115300,51679,51477,7.08382868,-73.1443708,524,1,2018
13883,115350,55440,52030,6.78055251,-73.00345538,524,1,2018
13904,115376,50145,91676,7.11272055,-73.11255402,524,1,2018
14171,115700,58272,61149,7.06977635,-73.10490959999998,524,1,2018
14353,115919,51358,76244,7.08337058,-73.10745745,524,1,2018
14746,116179,74250,74140,7.14927312,-73.13472767,524,1,2018
15319,116660,57420,57200,7.11136556,-73.13202746,524,1,2018
15821,11727,56500,0,6.2022,-75.5884,564,1,2018
16023,1175238,57490,59837,3.45444533,-76.53446719,2438,1,2018
16149,1177192,60210,59550,3.45270045,-76.53067874,2438,1,2018
16151,1177249,62877,55658,3.44840153,-76.53052612,2438,1,2018
16212,1178,65340,101200,5.680672,-76.647671,3226,1,2018
16300,1179225,61890,61408,3.45136381,-76.5340608,2438,1,2018
16337,1179551,75452,67086,3.45233196,-76.52923638,2438,1,2018
16346,1179641,50789,44243,3.45350256,-76.52950322,2438,1,2018
16566,11814TR1,55300,53311,4.60555565,-74.08009626,2103,1,2018
16645,11821TR1,62767,67717,4.60381959,-74.08180139,2103,1,2018
16676,11825TR1,66824,62298,4.60079036,-74.07931246,2103,1,2018
16691,11829TR1,75466,81203,4.59756576,-74.07935199,2103,1,2018
16774,1184989,74494,113614,3.43131937,-76.54703895,2438,1,2018
16782,1185098,63029,121776,3.42771231,-76.54968075,2438,1,2018
16787,11851TR1,53282,51864,4.60338128,-74.07895665,2103,1,2018
16816,11857TR1,68000,69792,4.60134097,-74.07773682,2103,1,2018
16881,11871TR1,75327,68309,4.60712155,-74.0779683,2103,1,2018
16965,11888TR1,54070,53870,4.74983273,-74.06368561,2103,1,2018
17346,11982TR1,52996,55067,4.75268205,-74.04456371,2103,1,2018
17349,11983TR1,50317,50637,4.75258751,-74.0435702,2103,1,2018
17395,11996,66265,0,6.2538,-75.6096,564,1,2018
17841,120001,50500,47627,6.98331662,-73.05039122,524,1,2018
17937,12007,65039,58748,5.351056,-72.40175,3370,1,2018
18029,12022,61676,58256,5.333408,-72.384539,3370,1,2018
18030,12022,61676,58256,5.35099,-72.398668,3370,1,2018
18031,12022,61676,58256,5.350621,-72.39973,3370,1,2018
18032,12022,61676,58256,5.351349,-72.40034200000001,3370,1,2018
18093,12032,50144,54516,5.345034,-72.393061,3370,1,2018
18094,12032,50144,54516,5.34486,-72.39086,3370,1,2018
18095,12032,50144,54516,5.0,-72.0,3370,1,2018
18096,12032,50144,54516,5.345946,-72.391476,3370,1,2018
18153,12040,81531,73692,5.0,-72.0,3370,1,2018
18154,12040,81531,73692,5.3406139999999995,-72.392451,3370,1,2018
18155,12040,81531,73692,5.34086,-72.392023,3370,1,2018
18162,12041,51474,43242,5.347754,-72.394462,3370,1,2018
18177,12043,73410,67392,5.343563,-72.394272,3370,1,2018
18178,12043,73410,67392,5.345034,-72.393061,3370,1,2018
18179,12043,73410,67392,5.32225,-72.403194,3370,1,2018
18192,12045,72680,66700,5.341026,-72.395808,3370,1,2018
18193,12045,72680,66700,5.344165,-72.39750500000001,3370,1,2018
18194,12045,72680,66700,5.342773,-72.398067,3370,1,2018
18195,12045,72680,66700,5.3466830000000005,-72.396268,3370,1,2018
18244,12052,54138,60624,5.0,-72.0,3370,1,2018
18245,12052,54138,60624,5.341904,-72.401894,3370,1,2018
18246,12052,54138,60624,5.344519,-72.405555,3370,1,2018
18247,12052,54138,60624,5.3413330000000006,-72.401917,3370,1,2018
18248,12052,54138,60624,5.342707,-72.401583,3370,1,2018
18249,12052,54138,60624,5.342421,-72.39985,3370,1,2018
18268,12055,51096,49044,5.337946,-72.387153,3370,1,2018
18270,12056,54432,0,6.191,-75.5853,564,1,2018
18327,12065,72912,65504,5.343025,-72.384721,3370,1,2018
18381,12073,64582,59272,5.335786,-72.39820999999999,3370,1,2018
18382,12073,64582,59272,5.339913,-72.39971800000001,3370,1,2018
18387,12074,51253,47112,5.336691,-72.397892,3370,1,2018
18866,12144TR1,51539,46810,4.60603178,-74.07380118,2103,1,2018
18878,12147TR1,51087,48708,4.60511963,-74.07390717,2103,1,2018
18883,12149,67441,0,6.1832,-75.5883,564,1,2018
18886,12149,68980,65812,5.0,-72.0,3370,1,2018
18887,12149,68980,65812,5.332991000000001,-72.40333100000001,3370,1,2018
18888,12149,68980,65812,5.331849,-72.40238199999999,3370,1,2018
18889,12149,68980,65812,5.333508,-72.40276800000001,3370,1,2018
18904,12152,75832,73344,5.326741999999999,-72.40671,3370,1,2018
18905,12152,75832,73344,5.3297620000000006,-72.406353,3370,1,2018
18906,12152,75832,73344,5.331119,-72.405266,3370,1,2018
18907,12152,75832,73344,5.339913,-72.39971800000001,3370,1,2018
18971,12163,58882,53260,5.331849,-72.40238199999999,3370,1,2018
18972,12163,58882,53260,5.333508,-72.40276800000001,3370,1,2018
18977,12164,76272,63732,5.331849,-72.40238199999999,3370,1,2018
18978,12164,76272,63732,5.319278,-72.40952800000001,3370,1,2018
18979,12164,76272,63732,5.333508,-72.40276800000001,3370,1,2018
18987,12166,55104,52665,5.330875,-72.400879,3370,1,2018
18988,12166,55104,52665,5.334626999999999,-72.405509,3370,1,2018
18989,12166,55104,52665,5.331926,-72.399984,3370,1,2018
18999,12168,90882,83655,5.0,-72.0,3370,1,2018
19000,12168,90882,83655,5.3350290000000005,-72.40147900000001,3370,1,2018
19001,12168,90882,83655,5.33617,-72.4016,3370,1,2018
19002,12168TR1,79886,71290,4.60578885,-74.07397822,2103,1,2018
19036,12173,54843,50802,5.331926,-72.399984,3370,1,2018
19037,12173,54843,50802,5.330875,-72.400879,3370,1,2018
19038,12173,54843,50802,5.334626999999999,-72.405509,3370,1,2018
19047,12175,57774,52647,5.324138,-72.40308900000001,3370,1,2018
19048,12175,57774,52647,5.319163,-72.399192,3370,1,2018
19049,12175,57774,52647,5.3232349999999995,-72.401924,3370,1,2018
19075,12180,62682,45177,5.3428059999999995,-72.397972,3370,1,2018
19076,12180,62682,45177,5.346814,-72.382775,3370,1,2018
19077,12180,62682,45177,5.0,-72.0,3370,1,2018
19360,12243,75286,0,6.2164,-75.5796,564,1,2018
19413,12255,71233,56586,5.342854,-72.407523,3370,1,2018
19575,12290,51260,59510,1.568149,-75.529586,1032,1,2018
19651,12304TR1,53053,53100,4.75728863,-74.07828171,2103,1,2018
19718,12315TR1,58669,48329,4.75415684,-74.08067782,2103,1,2018
19765,12323,55328,52930,5.3348580000000005,-72.408203,3370,1,2018
19766,12323,55328,52930,5.333307,-72.40499,3370,1,2018
19810,12332,66456,62085,5.727778,-71.997889,3370,1,2018
19811,12332,66456,62085,5.727778,-71.997889,3370,1,2018
19812,12332,66456,62085,5.727778,-71.997889,3370,1,2018
19829,12336,65706,59546,5.7245,-71.99002800000001,3370,1,2018
19830,12336,65706,59546,5.7245,-71.99002800000001,3370,1,2018
19904,12352,67557,0,6.3599,-75.4945,564,1,2018
20832,12489,81690,73722,5.319278,-72.40952800000001,3370,1,2018
20833,12489,81690,73722,5.305287,-72.417203,3370,1,2018
20834,12489,81690,73722,5.304732,-72.416128,3370,1,2018
20835,12489,81690,73722,5.339362,-71.398212,3370,1,2018
20836,12489,81690,73722,5.304839,-72.41783000000001,3370,1,2018
20837,12489,81690,73722,5.304163,-72.41441800000001,3370,1,2018
20906,12503,64708,56532,5.1796739999999994,-72.553455,3370,1,2018
20907,12503,64708,56532,5.178917,-72.553337,3370,1,2018
20908,12503,64708,56532,5.178611,-72.544167,3370,1,2018
20909,12503,64708,56532,5.432,-72.123,3370,1,2018
20957,12510,66428,63058,5.1796739999999994,-72.553455,3370,1,2018
20958,12510,66428,63058,5.1700919999999995,-72.550788,3370,1,2018
21106,12536,57664,51104,5.175482,-72.544837,3370,1,2018
21107,12536,57664,51104,5.178611,-72.544167,3370,1,2018
21108,12536,57664,51104,5.173882,-72.545843,3370,1,2018
21109,12536,57664,51104,5.177434,-72.545513,3370,1,2018
21114,12537,65628,61317,5.432,-72.123,3370,1,2018
21115,12537,65628,61317,5.173882,-72.545843,3370,1,2018
21116,12537,65628,61317,5.177511,-72.549284,3370,1,2018
21157,12544,50679,47334,5.169773,-72.546338,3370,1,2018
21158,12544,50679,47334,5.170959,-72.546066,3370,1,2018
21159,12544,50679,47334,5.1683330000000005,-72.547861,3370,1,2018
21171,12546,55584,50860,5.172926,-72.542959,3370,1,2018
21172,12546,55584,50860,5.171648,-72.54279,3370,1,2018
21173,12546,55584,50860,5.171972,-72.54396899999999,3370,1,2018
21174,12546,55584,50860,5.1790970000000005,-72.551436,3370,1,2018
21226,12556,65912,65933,5.18296,-72.551106,3370,1,2018
21227,12556,65912,65933,5.1692279999999995,-72.549994,3370,1,2018
21228,12556,65912,65933,5.162861,-72.543778,3370,1,2018
21229,12556,65912,65933,5.162758999999999,-72.541133,3370,1,2018
21230,12556,65912,65933,5.1640559999999995,-72.544972,3370,1,2018
21231,12556,65912,65933,5.162804,-72.544714,3370,1,2018
21232,12556,65912,65933,5.164026,-72.5449,3370,1,2018
21386,12588,57832,48200,5.179676000000001,-72.54884100000001,3370,1,2018
21387,12588,57832,48200,5.180073,-72.549912,3370,1,2018
21388,12588,57832,48200,5.317861,-72.396912,3370,1,2018
21389,12588,57832,48200,5.168211,-72.542144,3370,1,2018
21661,12654,64854,46899,5.87725,-71.895667,3370,1,2018
21810,12685,51534,46428,5.883639,-71.89225,3370,1,2018
22211,12742TR1,55602,47873,4.59441334,-74.19570024,2103,1,2018
22571,1279TR1,51001,52473,4.73589782,-74.10043455,2103,1,2018
23033,1290,78857,79610,4.8136652,-75.6929942,2073,1,2018
23339,1296,63386,68526,4.8135959999999995,-75.692454,2073,1,2018
23356,12965TR1,50975,48073,4.73468659,-74.27777644,2103,1,2018
23388,12976,62821,40396,5.193912,-74.751038,3332,1,2018
23402,12981TR1,51624,51315,4.73219823,-74.27763378,2103,1,2018
23413,12985TR1,52087,48934,4.7302072,-74.27865307,2103,1,2018
23430,12992,67564,0,6.2544,-75.5791,564,1,2018
23792,13035,50284,42336,5.346842,-72.392741,3370,1,2018
23793,13035,50284,42336,5.345034,-72.393061,3370,1,2018
24431,13110,61288,58888,5.0,-72.0,3370,1,2018
24432,13110,61288,58888,5.337926,-72.393704,3370,1,2018
24433,13110,61288,58888,5.3357779999999995,-72.38235999999999,3370,1,2018
24434,13110,61288,58888,5.338722,-72.394145,3370,1,2018
24592,13140,72132,71304,5.31931,-72.40177,3370,1,2018
24593,13140,72132,71304,5.32048,-72.402371,3370,1,2018
24594,13140,72132,71304,5.319551000000001,-72.40190799999999,3370,1,2018
24595,13140,72132,71304,5.31995,-72.40205,3370,1,2018
24800,1319,76269,71580,5.311069,-73.133082,500,1,2018
24910,13206TR1,63122,59994,4.60351535,-74.19657114,2103,1,2018
24939,13213TR1,50770,48735,4.60285473,-74.19715211,2103,1,2018
25002,13232,89611,100888,5.4127220000000005,-72.29862800000001,3370,1,2018
25017,13238,71549,83145,3.941988,-74.969175,3332,1,2018
25147,13277TR1,51818,49063,4.58347386,-74.14153338,2103,1,2018
25182,13289TR1,54185,23748,4.59432969,-74.18351171,2103,1,2018
25189,13291,79670,92961,4.390821,-75.04736,3332,1,2018
25384,1332TR1,60650,56285,4.74358118,-74.10392271,2103,1,2018
25433,13349TR2,61905,61531,4.57752828,-74.13031716,2103,1,2018
25439,13350TR1,90502,84250,4.57793622,-74.13049764,2103,1,2018
25557,13398TR1,64918,63389,4.60705279,-74.1880736,2103,1,2018
25563,134,85800,89400,5.4072510000000005,-72.99635500000001,500,1,2018
25627,13411TR1,67597,68726,4.60763205,-74.18482034,2103,1,2018
25630,13412TR1,50807,51009,4.60498155,-74.18944297,2103,1,2018
25677,13420TR1,55216,54077,4.60568743,-74.18573937,2103,1,2018
26013,13505TR1,53185,54372,4.56172323,-74.14752423,2103,1,2018
26069,135103,70895,49500,6.83723694,-73.07730365,524,1,2018
26374,1353TR1,57302,54482,4.75077582,-74.10081499,2103,1,2018
26525,135564,51480,47226,7.12839833,-73.50431794,524,1,2018
26556,135599,56379,47425,7.13731112,-73.11748453,524,1,2018
26938,136,72260,66716,5.691793,-76.658962,3226,1,2018
27190,13677,67320,0,6.2208,-75.5795,564,1,2018
27238,13694TR1,52990,47611,4.58442382,-74.20645408,2103,1,2018
27414,13714TR1,60792,55280,4.60130545,-74.07066309,2103,1,2018
27518,13727TR2,51434,47428,4.60259747,-74.07251088,2103,1,2018
27686,13780TR1,67215,67853,4.605821499999999,-74.07190984,2103,1,2018
28060,13854,64638,0,6.2304,-75.5965,564,1,2018
28537,13915,82882,0,6.2281,-75.5717,564,1,2018
29548,14008,85800,69850,4.402424,-75.035145,3332,1,2018
29695,14052,60480,0,6.2442,-75.5721,564,1,2018
29862,141,54796,53490,2.5668,-72.6436,3076,1,2018
30043,14130,88838,81650,1.570462,-75.640111,1032,1,2018
30075,141324,87120,88880,6.99504884,-73.06625583,524,1,2018
30208,14161TR1,50168,51193,4.70559695,-74.22834279,2103,1,2018
30368,1417TR1,51892,52515,4.62218461,-74.16971775,2103,1,2018
30458,14199,77880,0,6.2221,-75.5793,564,1,2018
30732,14299TR1,75120,72680,4.5473483,-74.11534348,2103,1,2018
30733,142TR1,62133,62742,4.72901946,-74.09171356,2103,1,2018
30828,14334TR1,56028,47908,4.51380219,-74.11571017,2103,1,2018
30891,1436,70304,72002,4.813467,-75.691408,2073,1,2018
30966,1438TR1,60416,62091,4.63076694,-74.1808125,2103,1,2018
31061,1441TR1,52937,52883,4.63017679,-74.18090475,2103,1,2018
31076,14424TR1,53276,51528,5.027032,-73.99954585,2103,1,2018
31082,14427TR1,50060,45979,5.02927456,-73.99921181,2103,1,2018
31258,1450,56587,54875,4.813338,-75.69025500000001,2073,1,2018
31372,1453,57182,56910,4.813117299999999,-75.6884522,2073,1,2018
32157,14659,52800,54800,4.319805000000001,-75.067706,3332,1,2018
33191,148219,88272,0,6.513,-74.3889,564,1,2018
34284,15034TR1,51128,46817,4.7127635,-74.20199189,2103,1,2018
34388,15068TR1,52190,54094,4.70790196,-74.20577169,2103,1,2018
34573,15124TR1,65772,68343,4.71932502,-74.21105551,2103,1,2018
34660,15151TR1,66188,61060,4.71795507,-74.21031124,2103,1,2018
34696,15164TR1,50581,49670,4.71647799,-74.20951196,2103,1,2018
34762,15183TR1,52137,46906,5.02325334,-74.00270857,2103,1,2018
35771,154089,58969,0,7.7453,-73.38325,524,1,2018
35961,1545TR1,67118,62465,4.7250672,-74.09045076,2103,1,2018
35979,15463TR1,54846,47723,4.5786358,-74.11388301,2103,1,2018
36000,1546TR1,69834,63664,4.72446617,-74.09129587,2103,1,2018
36073,1549,89487,87971,4.828393,-75.678988,2073,1,2018
36496,155238,52430,0,6.9337,-75.0951,564,1,2018
37280,15639TR1,54592,53181,4.58890435,-74.14628951,2103,1,2018
37345,15647,51052,0,6.1657,-75.6107,564,1,2018
37447,15664TR1,54066,47861,4.59504703,-74.14281394,2103,1,2018
37548,15697TR1,50957,46540,4.59576609,-74.15159853,2103,1,2018
37572,157021,85753,0,7.38047807,-73.49322471,524,1,2018
37829,15736,78557,0,6.2525,-75.5674,564,1,2018
37970,15767,82608,0,6.2279,-75.5729,564,1,2018
38010,15774,84576,77922,4.6121099999999995,-72.92681999999999,3370,1,2018
38011,15774,84576,77922,4.616039,-72.92451700000001,3370,1,2018
38012,15774,84576,77922,4.612642,-72.92398100000001,3370,1,2018
38020,15776,84459,71424,4.613989,-72.926373,3370,1,2018
38021,15776,84459,71424,4.612642,-72.92398100000001,3370,1,2018
38022,15776,84459,71424,4.614016,-72.92751,3370,1,2018
38051,15783,68352,61952,4.620239,-72.92365699999999,3370,1,2018
38052,15783,68352,61952,4.618791000000001,-72.924848,3370,1,2018
38053,15783,68352,61952,4.618279,-72.92291,3370,1,2018
38054,15783,68352,61952,4.616039,-72.92451700000001,3370,1,2018
38058,15784,51934,49028,4.620321,-72.92229499999999,3370,1,2018
38059,15784,51934,49028,4.620239,-72.92365699999999,3370,1,2018
38076,15788,56788,49960,5.6121669999999995,-72.93091700000001,3370,1,2018
38094,15792,50319,46392,4.607917,-72.93141700000001,3370,1,2018
38133,15801,68192,59378,4.60825,-72.928861,3370,1,2018
38137,15802,50820,53260,4.609442,-72.925329,3370,1,2018
38138,15802,50820,53260,4.620239,-72.92365699999999,3370,1,2018
38139,15802,50820,53260,4.610207,-72.92716999999999,3370,1,2018
38140,15802,50820,53260,4.6121099999999995,-72.92681999999999,3370,1,2018
38162,15807,56675,49183,4.605005,-72.926805,3370,1,2018
38655,15938,51369,47547,4.570493,-72.964612,3370,1,2018
38661,1594,52190,62121,4.814816,-75.692532,2073,1,2018
39260,16001TR1,73577,66227,4.52341069,-74.11942752,2103,1,2018
39722,161084,59539,54739,7.12048424,-73.12462953,524,1,2018
41024,16213TR1,80677,75806,4.56135024,-74.14496941,2103,1,2018
41182,16265TR1,59840,56320,4.59427354,-74.07452196,2103,1,2018
41183,16265TR2,80862,74334,4.59427354,-74.07452196,2103,1,2018
41227,16281TR1,69068,69243,4.59779608,-74.07413636,2103,1,2018
41258,16292TR1,67174,63749,4.60501421,-74.06661571,2103,1,2018
41322,16304,72000,0,6.1355,-75.6348,564,1,2018
41346,16307,67973,67289,4.441113,-75.24156500000001,3332,1,2018
41367,1631,50668,53814,4.815561,-75.693853,2073,1,2018
41633,16378,55615,51225,4.207845,-74.637027,3332,1,2018
41791,16433,59383,68714,4.430447,-75.20410799999999,3332,1,2018
41808,1644,52045,58044,4.8154580000000005,-75.694285,2073,1,2018
41859,16459TR1,68305,63248,4.51528157,-74.11561392,2103,1,2018
41885,16469TR1,51011,47368,4.51240188,-74.11426002,2103,1,2018
41893,16471,83262,90036,4.434929,-75.20188399999999,3332,1,2018
42067,16540,58003,63251,4.322331,-75.197443,3332,1,2018
42292,16623,64836,0,6.2252,-75.5696,564,1,2018
42304,16628TR1,52038,50618,4.56182465,-74.14217108,2103,1,2018
42342,16641,56582,58482,4.449701999999999,-75.145347,3332,1,2018
42356,16646,56284,61208,4.438418,-75.216763,3332,1,2018
42500,16700TR1,49898,48615,4.56687642,-74.14548049,2103,1,2018
42601,16741,63856,0,6.2505,-75.5685,564,1,2018
43110,168294,86812,0,7.0613,-74.6956,564,1,2018
43701,170,75513,69456,5.68844,-76.660831,3226,1,2018
44044,1708TR1,59878,52448,4.62288476,-74.15812108,2103,1,2018
44237,17146,60529,0,6.1661,-75.6109,564,1,2018
44548,1725548,66137,60630,3.58464662,-76.49204445,2438,1,2018
44552,1725629,91536,43340,3.4930832,-76.50696077,2438,1,2018
45140,1744,57505,44534,5.131006,-73.204937,500,1,2018
45160,1744TR1,49919,53528,4.624275900000001,-74.14738557,2103,1,2018
45241,17482,53523,53702,3.9412010000000004,-75.011661,3332,1,2018
45927,17598,87120,61160,3.4401949999999997,-75.132114,3332,1,2018
46013,17616,69960,0,4.437412999999999,-75.199483,3332,1,2018
46966,17926,58802,48148,5.633789,-72.898838,500,1,2018
47204,1799TR1,51140,51286,4.61546209,-74.13726198,2103,1,2018
47734,180362,72418,73414,7.13292249,-73.11108679,524,1,2018
47815,18044,73476,68226,4.4392,-75.217805,3332,1,2018
48640,1810TR1,73905,68807,4.61274856,-74.13654808,2103,1,2018
49221,18155,50027,0,6.2496,-75.5676,564,1,2018
49558,1818TR1,72857,62729,4.61247469,-74.13484181,2103,1,2018
49574,18191,58711,83444,3.9841550000000003,-74.988023,3332,1,2018
50476,182859,53356,53350,7.34299331,-73.54995386,524,1,2018
50610,1831,63677,58208,5.689015,-76.661067,3226,1,2018
50642,18320TR1,66593,67190,4.61279096,-74.07502043,2103,1,2018
51207,18437TR1,53417,55765,4.67945288,-74.06271502,2103,1,2018
51675,18587TR1,55064,52963,4.75182376,-74.08644807,2103,1,2018
51680,1858TR1,69671,54993,4.74117763,-74.09667251,2103,1,2018
51726,18604TR1,60583,57434,4.75653404,-74.08451377,2103,1,2018
51750,18615TR1,55779,53779,4.74793967,-74.08493661,2103,1,2018
51867,18658TR1,68246,73606,4.66294654,-74.07166977,2103,1,2018
51879,18662TR1,59486,66104,4.66469063,-74.07085445,2103,1,2018
51928,18680TR1,54039,56933,4.67138678,-74.06852653,2103,1,2018
52008,18700TR1,62103,62514,4.66058939,-74.06200799,2103,1,2018
52362,18800,55880,0,6.1711,-75.6047,564,1,2018
52710,18855TR1,57551,56545,4.66809915,-74.06665868,2103,1,2018
52752,1886,56588,44851,4.814536,-75.694005,2073,1,2018
52941,18891,77782,72088,4.153601,-74.884664,3332,1,2018
53002,18907TR1,85759,81914,4.61753219,-74.08223053,2103,1,2018
53102,18940TR1,56218,59803,4.65006531,-74.0635968,2103,1,2018
53108,18942TR1,79266,75251,4.64964017,-74.06369936,2103,1,2018
53142,18954TR1,50264,49379,4.64857733,-74.06221941,2103,1,2018
53151,18957TR1,75042,80116,4.64794479,-74.06424367,2103,1,2018
53169,18962TR1,51424,46587,4.64632733,-74.06485501,2103,1,2018
53189,1897,57251,41488,4.151366,-74.886127,3332,1,2018
53235,18985TR1,50919,54312,4.65588426,-74.05616439,2103,1,2018
53277,18998TR1,50574,50961,4.65699236,-74.05459792,2103,1,2018
53381,19023,52960,19867,3.714294,-75.523421,3332,1,2018
53480,19053TR1,55905,57878,4.61166625,-74.07146695,2103,1,2018
53618,19087TR1,53568,51029,4.64411514,-74.07168754,2103,1,2018
53969,19185TR1,54565,62244,4.657964099999999,-74.06148889,2103,1,2018
53986,19191TR1,50221,47032,4.71503356,-74.14218254,2103,1,2018
54072,19207,80960,58080,4.3959150000000005,-75.135279,3332,1,2018
54092,19213TR1,86440,88629,4.65476413,-74.07722288,2103,1,2018
54095,19214TR1,75166,86374,4.65226031,-74.07708824,2103,1,2018
54191,19249TR1,60190,61569,4.65665718,-74.05843789,2103,1,2018
54197,19250TR2,69930,75952,4.65641712,-74.05808552,2103,1,2018
54258,19259TR1,82123,94398,4.65475439,-74.07235904,2103,1,2018
54397,19298TR1,51281,58640,4.660532099999999,-74.05424269,2103,1,2018
54398,19298TR2,60161,69639,4.660532099999999,-74.05424269,2103,1,2018
54456,19313TR1,81376,88913,4.65743927,-74.05524307,2103,1,2018
54582,1934TR2,55278,52768,4.73674752,-74.08562072,2103,1,2018
54654,19375TR1,64374,59622,4.65294786,-74.05912715,2103,1,2018
54719,194,62165,48075,5.686609,-76.661709,3226,1,2018
54864,19433,64530,61320,4.4423129999999995,-75.175377,3332,1,2018
54870,19435TR1,72973,73077,4.65287796,-74.05451198,2103,1,2018
54875,19437,73208,48736,4.446892,-75.165711,3332,1,2018
54997,19478TR1,57686,58480,4.60924894,-74.07054907,2103,1,2018
55197,19510TR1,56448,57869,4.65147593,-74.05898735,2103,1,2018
55217,19513TR1,66170,70902,4.65456245,-74.05459678,2103,1,2018
55551,1958TR1,50096,47216,4.72298908,-74.11313759,2103,1,2018
55741,19662TR1,58497,57456,4.67259057,-74.07293315,2103,1,2018
55763,19674,59296,0,6.1874,-75.5927,564,1,2018
55957,19727TR1,56988,51956,4.68120671,-74.06546006,2103,1,2018
55982,19734TR1,55497,54945,4.68376783,-74.06537583,2103,1,2018
56062,19763TR1,55151,53450,4.68739293,-74.06630288,2103,1,2018
56124,19790TR2,64042,60609,4.60433754,-74.06942664,2103,1,2018
56206,19805,63873,0,6.2170000000000005,-75.5832,564,1,2018
56675,19915,50063,44216,5.144683000000001,-73.040385,500,1,2018
56696,19920,76496,60835,5.147494,-73.03992,500,1,2018
56710,19926,62189,46893,5.149773000000001,-73.040214,500,1,2018
56714,19927TR1,49994,51076,4.60820845,-74.06914246,2103,1,2018
56760,19941TR1,55259,54496,4.60108314,-74.07345855,2103,1,2018
56767,19943TR1,73196,68405,4.60208697,-74.07483708,2103,1,2018
56779,19947TR1,51662,52098,4.59921702,-74.07128245,2103,1,2018
56793,19950TR1,81630,76801,4.60070786,-74.07576298,2103,1,2018
