,COD_TRAFO,CONSUMO,CONS_PROME,LATITUDE,LONGITUDE,EMPRESA,MES,ANO
267588,65708285,54357,0,10.4433031,-73.2433694,2249,1,2018
267687,65708429,79928,73920,10.4318883,-73.2475608,2249,1,2018
267732,65708515,77440,0,10.984096300000001,-74.77725290000001,2249,1,2018
267782,65708590,68356,60240,11.7778081,-72.4493835,2249,1,2018
267818,65708645,79136,64340,11.0208497,-74.8529334,2249,1,2018
267845,65708687,91007,0,9.401627900000001,-75.7682833,2249,1,2018
268249,65709256,52808,18050,10.8554335,-74.7741944,2249,1,2018
268297,65709306,84150,0,9.3049356,-75.3927118,2249,1,2018
268328,65709357,60900,2150,10.290178,-75.5170498,2249,1,2018
268391,65709453,51802,15220,9.9170768,-75.371877,2249,1,2018
268408,65709474,51544,0,10.8432219,-74.7698694,2249,1,2018
268598,65709719,62040,0,8.9546951,-75.4504479,2249,1,2018
268618,65709745,76299,65910,11.0270863,-74.8895146,2249,1,2018
268912,65710201,87779,142110,8.7678174,-75.8869172,2249,1,2018
268957,65710260,63800,55590,9.3173196,-75.3325771,2249,1,2018
269231,65710652,81584,73600,10.6300149,-74.9198502,2249,1,2018
269379,65710865,59112,58620,11.0295959,-74.9201641,2249,1,2018
269982,65711744,52981,0,10.857966699999999,-74.7745037,2249,1,2018
269993,65711759,55093,2820,10.8579894,-74.773465,2249,1,2018
270057,65711836,72600,0,9.2291785,-74.4147088,2249,1,2018
270205,65712074,72600,0,10.7652778,-73.0056421,2249,1,2018
270816,65712990,54205,79750,9.8509173,-73.2635688,2249,1,2018
271266,65713674,68239,890,10.5339792,-75.39800179999999,2249,1,2018
271268,65713676,55636,0,10.536024099999999,-75.3960169,2249,1,2018
271925,65714537,80781,90270,9.226174499999999,-74.7456702,2249,1,2018
272939,65715900,91679,92530,10.9086455,-74.7706468,2249,1,2018
272958,65715930,55880,45760,10.9057661,-74.7696387,2249,1,2018
273365,65716498,71995,72810,11.2458168,-74.20766259999999,2249,1,2018
273408,65716580,53494,11560,8.7628451,-75.87479809999999,2249,1,2018
273517,65716796,53242,61030,10.9831675,-74.78051629999999,2249,1,2018
273537,65716841,50160,65780,10.398913,-75.5026857,2249,1,2018
273640,65717071,54575,0,10.6265466,-74.82963740000001,2249,1,2018
273718,65717235,56100,0,11.2383118,-74.2088332,2249,1,2018
274005,65717771,66880,0,9.1977644,-75.3692703,2249,1,2018
274040,65717827,72000,0,10.308760099999999,-74.9347725,2249,1,2018
274041,65717834,68400,58640,10.745657000000001,-74.1300712,2249,1,2018
274118,65718032,59160,79560,10.982159900000001,-74.76602559999999,2249,1,2018
274252,65718328,93025,99600,11.1990377,-74.2265574,2249,1,2018
274311,65718431,52193,0,11.2457415,-73.26542380000001,2249,1,2018
274404,65718556,71927,67350,9.300851699999999,-75.3922927,2249,1,2018
274672,65718991,82800,106200,10.380649400000001,-75.4669497,2249,1,2018
274717,65719075,92920,239050,10.352694900000001,-75.492058,2249,1,2018
274961,65719418,71040,0,10.9947895,-74.79452420000001,2249,1,2018
275201,65719824,53126,0,11.2672199,-74.191387,2249,1,2018
275454,65720164,87011,1240,10.2844095,-75.51832440000001,2249,1,2018
275589,65720410,81065,62380,10.4789091,-75.4917818,2249,1,2018
275656,65720523,92727,61140,10.522467800000001,-74.1864108,2249,1,2018
275765,65720728,73887,74950,11.004847900000001,-74.8215222,2249,1,2018
275780,65720761,50191,50160,11.2446852,-74.21180290000001,2249,1,2018
275791,65720777,55222,67190,11.2446695,-74.21253730000001,2249,1,2018
275921,65720995,61454,51850,10.9836296,-74.7981143,2249,1,2018
276102,65721331,50609,0,10.4733598,-73.2467858,2249,1,2018
276311,65721523,72727,81573,3.89,-77.07558399999999,536,1,2018
276485,65721696,86759,80715,3.91,-76.3037865,536,1,2018
276587,65721776,54437,75970,10.406705300000002,-75.510511,2249,1,2018
276592,65721781,59812,52880,10.975666499999999,-74.7836296,2249,1,2018
276671,65721843,65785,73340,3.9,-76.31110129999999,536,1,2018
276887,65722026,91044,91020,8.7555331,-75.88355179999999,2249,1,2018
277064,65722179,50220,61540,8.882279400000002,-75.7022324,2249,1,2018
277160,65722256,58274,44290,10.993502900000001,-74.8153482,2249,1,2018
277318,65722405,71386,57711,3.44,-76.4589285,536,1,2018
277373,65722452,58080,79200,10.926519,-74.7908666,2249,1,2018
277439,65722508,66920,43790,11.008083500000001,-74.2552542,2249,1,2018
277448,65722515,75019,105304,3.89,-77.06060740000001,536,1,2018
277736,65722757,63977,75290,11.542647500000001,-72.9115538,2249,1,2018
277748,65722769,66103,58080,10.392147999999999,-75.5489862,2249,1,2018
277890,65722885,50834,46230,11.0010245,-74.8195818,2249,1,2018
277981,65722952,83940,0,11.0074215,-74.80993079999999,2249,1,2018
278088,65723053,56096,2280,10.9490772,-74.8305556,2249,1,2018
278162,65723117,59400,0,10.9308996,-74.76437740000001,2249,1,2018
278235,65723180,91585,91620,10.890905,-74.77009699999999,2249,1,2018
278389,65723306,50937,51240,11.0190036,-74.85601020000001,2249,1,2018
278438,65723368,62166,0,10.4044874,-75.5519869,2249,1,2018
278556,65723485,78540,0,8.7451918,-75.89197879999999,2249,1,2018
278564,65723492,72296,133475,3.64,-76.28682940000002,536,1,2018
278643,65723557,50551,55760,11.0125828,-74.8308848,2249,1,2018
278808,65723685,92763,104759,3.53,-76.2986689,536,1,2018
278845,65723715,64308,0,7.9855443,-75.43665190000002,2249,1,2018
279134,65723969,52140,0,9.2355788,-75.82185890000001,2249,1,2018
279244,65724058,59016,94250,11.017161999999999,-74.80269809999999,2249,1,2018
279248,65724062,60969,0,11.0065434,-74.8089312,2249,1,2018
279438,65724219,54277,54450,11.2394494,-74.1812446,2249,1,2018
279554,65724309,57485,56669,3.9,-76.31017469999999,536,1,2018
279742,65724473,57189,45600,10.514618400000002,-75.473253,2249,1,2018
279780,65724510,88400,84069,3.44,-76.46126059999999,536,1,2018
279814,65724549,83615,69699,4.09,-76.187567,637,1,2018
279870,65724597,70667,80890,11.0142592,-74.82837950000001,2249,1,2018
279888,65724617,50419,0,10.381521800000002,-75.4641699,2249,1,2018
279905,65724634,80176,63630,10.296138099999999,-75.51133229999999,2249,1,2018
279981,65724734,65409,700,8.7421135,-75.883278,2249,1,2018
280155,65724912,64669,0,9.9150216,-74.0836121,2249,1,2018
280158,65724915,72583,45445,3.77,-76.41938859999999,536,1,2018
280242,65724996,52581,67626,3.89,-77.07340970000001,536,1,2018
280251,65725006,51795,54240,11.001023199999999,-74.83539420000001,2249,1,2018
280373,65725141,64960,61450,11.5433123,-72.9093054,2249,1,2018
280394,65725174,89805,0,10.4011004,-75.55542790000001,2249,1,2018
280401,65725183,52321,34750,10.371121,-75.47385200000001,2249,1,2018
280550,65725315,58083,72120,11.0133028,-74.8324179,2249,1,2018
280568,65725336,64640,0,11.2377397,-74.20028520000001,2249,1,2018
280705,65725486,55153,26200,11.138612199999999,-74.2266833,2249,1,2018
280970,65725740,65884,52602,3.96,-76.2472578,536,1,2018
280986,65725755,54503,54740,10.4729601,-73.242089,2249,1,2018
281043,65725810,82654,82680,10.853010300000001,-74.76867259999999,2249,1,2018
281130,65725910,74203,57480,10.407031800000002,-75.5528594,2249,1,2018
281453,65726514,53401,56060,11.009762599999998,-74.8115087,2249,1,2018
281588,65726695,59766,8690,8.710989900000001,-75.1520623,2249,1,2018
281614,65726722,90391,73240,10.9825314,-74.77847990000001,2249,1,2018
281648,65726749,64023,16920,10.897900300000002,-74.7836442,2249,1,2018
281699,65726821,81710,98554,3.58,-76.3053797,536,1,2018
281750,65726881,84124,121840,9.2666735,-74.7980998,2249,1,2018
281837,65727021,81853,3900,10.929101600000001,-74.818421,2249,1,2018
282145,65727445,65222,66980,11.2262014,-74.1967573,2249,1,2018
282152,65727453,67557,109970,11.021354800000001,-74.8648012,2249,1,2018
282403,65727808,60165,63217,4.08,-76.20158,637,1,2018
282433,65727845,50634,105420,10.386872300000002,-75.5192142,2249,1,2018
282947,65728402,50292,0,10.7904725,-74.7608341,2249,1,2018
283019,65728485,55302,82776,3.54,-76.31075759999999,536,1,2018
283072,65728539,64191,65502,3.26,-76.5328843,536,1,2018
283231,65728693,80592,88400,11.000749,-74.8322667,2249,1,2018
283450,65728920,51897,53660,11.5470849,-72.90787809999999,2249,1,2018
283466,65728932,78254,25540,8.7465761,-75.88904190000001,2249,1,2018
283471,65728936,90863,4066,3.43,-76.24429429999999,536,1,2018
283708,65729180,61890,74026,4.1,-76.17979,637,1,2018
283991,65729468,74623,76067,4.62,-76.01427109999999,536,1,2018
284007,65729484,58467,61750,3.54,-76.31076350000001,536,1,2018
284121,65729586,91619,108750,11.0173665,-74.82450440000001,2249,1,2018
284230,65729700,70268,70710,11.0135995,-74.8308772,2249,1,2018
284674,65730152,54343,9940,9.6308054,-74.8283365,2249,1,2018
284743,65730221,51840,0,10.5133616,-75.46675909999999,2249,1,2018
284854,65730314,53177,59803,3.86,-76.38140200000001,536,1,2018
284930,65730389,51628,41407,3.72,-76.3690042,536,1,2018
285619,65731122,82372,93640,3.19,-76.5683184,536,1,2018
286006,65731518,62502,64870,8.7442609,-75.8950041,2249,1,2018
286016,65731529,58882,70137,3.5,-76.47520379999999,536,1,2018
286289,65731809,79747,85340,10.461457300000001,-73.2436344,2249,1,2018
286449,65731973,55593,45534,3.22,-76.5423662,536,1,2018
286811,65732355,51486,0,9.2536173,-73.81263709999999,2249,1,2018
287130,65732767,53280,0,10.930139800000001,-74.8000095,2249,1,2018
287292,65732978,50048,0,9.542600199999999,-75.2174441,2249,1,2018
287403,65733121,74977,0,10.4040284,-75.5522895,2249,1,2018
287591,65733364,58216,4040,10.954759,-74.7682585,2249,1,2018
287608,65733391,52439,2370,10.9540996,-74.7664905,2249,1,2018
287624,65733416,63478,49230,10.9909538,-74.7688443,2249,1,2018
287654,65733478,53333,15880,11.003723599999999,-74.25278540000001,2249,1,2018
287733,65733583,55983,11390,10.9522099,-74.7714022,2249,1,2018
287746,65733600,54969,9190,10.950866699999999,-74.7714713,2249,1,2018
287983,65733912,72749,80420,10.4752607,-73.25979009999999,2249,1,2018
288522,65734684,74375,0,8.872812300000001,-75.60099009999999,2249,1,2018
288551,65734725,72960,77440,11.011983,-74.7992447,2249,1,2018
288593,65734781,53478,56690,11.015049699999999,-74.7958451,2249,1,2018
289099,65735277,83483,91720,11.0070058,-74.83346259999999,2249,1,2018
289472,65735841,82907,85720,11.019276199999998,-74.8234179,2249,1,2018
289555,65735933,55221,66620,10.9240273,-74.79631429999999,2249,1,2018
289558,65735937,71940,0,9.302128300000001,-75.3858333,2249,1,2018
289671,65736098,56915,59206,3.5,-76.4724113,536,1,2018
289759,65736206,91146,93760,10.4002526,-75.5574634,2249,1,2018
289984,65736451,91684,63410,9.226376,-74.7464554,2249,1,2018
290006,65736478,66143,55180,10.9464337,-74.7854622,2249,1,2018
290121,65736593,54490,38100,11.1941015,-74.2309082,2249,1,2018
290170,65736633,76560,0,11.5367757,-72.92071120000001,2249,1,2018
290214,65736680,60232,31930,11.1998195,-74.2257983,2249,1,2018
290314,65736802,51377,0,8.7650544,-75.86696540000001,2249,1,2018
290411,65736927,50141,0,10.3948472,-75.5614857,2249,1,2018
290624,65737177,68200,0,10.4593936,-74.61741440000002,2249,1,2018
290757,65737375,88831,92896,3.89,-77.07781899999999,536,1,2018
291443,65738265,61003,86770,10.3897582,-75.4794427,2249,1,2018
291811,65738781,51100,32260,10.9769305,-74.8268064,2249,1,2018
292072,65739173,51579,56380,10.9809117,-74.783209,2249,1,2018
292264,65739510,70910,0,10.6094337,-75.114814,2249,1,2018
292279,65739533,60369,27130,8.7601186,-75.88388409999999,2249,1,2018
292463,65739872,51825,28660,10.976096,-74.829141,2249,1,2018
292464,65739873,81633,58920,10.9754844,-74.8307987,2249,1,2018
292482,65739907,60423,63330,11.004869,-74.83180490000001,2249,1,2018
292559,65740023,58338,16180,10.432973800000001,-75.5257393,2249,1,2018
292561,65740025,51083,28890,10.9735491,-74.8309278,2249,1,2018
292627,65740143,83671,119610,10.8327502,-74.7632727,2249,1,2018
292663,65740213,58142,2970,10.9697174,-74.7715231,2249,1,2018
292690,65740261,50199,55900,10.3083856,-75.4831542,2249,1,2018
292723,65740334,54203,30920,11.1631743,-72.5903635,2249,1,2018
292841,65740552,52089,49170,8.7862666,-75.8578834,2249,1,2018
292882,65740636,54744,0,10.8335401,-74.76489240000001,2249,1,2018
292998,65740822,74547,69030,11.0169212,-74.8264838,2249,1,2018
293012,65740841,50270,37390,10.406472099999998,-75.4937083,2249,1,2018
293094,65740978,63359,0,9.7178875,-75.11435490000001,2249,1,2018
293105,65740999,77173,680,10.953896,-74.76235720000001,2249,1,2018
293214,65741179,59102,51880,10.4102415,-75.5221126,2249,1,2018
293215,65741182,53065,380,10.289375999999999,-75.5163068,2249,1,2018
293395,65741496,73193,74600,10.392549800000001,-75.54981509999999,2249,1,2018
293420,65741526,53814,59500,10.9956575,-74.80402559999999,2249,1,2018
293456,65741584,58915,45500,10.411882499999999,-75.456857,2249,1,2018
293499,65741642,57398,52580,10.388982,-75.4785744,2249,1,2018
293500,65741643,59992,49770,10.3800817,-75.4861203,2249,1,2018
293529,65741687,59811,47360,10.974751699999999,-74.8282218,2249,1,2018
293530,65741689,56516,32020,10.972286800000001,-74.8290595,2249,1,2018
293579,65741753,81660,85220,10.4244704,-75.54578959999999,2249,1,2018
293609,65741798,56463,36860,10.2854981,-75.5194302,2249,1,2018
293828,65742115,57344,17780,11.007660699999999,-74.2570805,2249,1,2018
293848,65742142,64670,58170,10.4575865,-75.50840749999999,2249,1,2018
293867,65742182,65053,73660,10.9902569,-74.78842809999999,2249,1,2018
294087,65742506,50901,42050,10.380764,-75.4744906,2249,1,2018
294114,65742552,58071,37420,10.860512,-74.77433740000001,2249,1,2018
294952,65743686,81143,8610,11.7170828,-72.2668227,2249,1,2018
294999,65743753,85800,107980,10.4366789,-75.5353011,2249,1,2018
295051,65743825,74934,54490,10.4643492,-75.5027466,2249,1,2018
295056,65743830,68640,0,11.001174,-74.8036113,2249,1,2018
295073,65743849,58220,58400,10.3994418,-75.52135320000001,2249,1,2018
295092,65743872,50822,40070,10.3947859,-75.5513908,2249,1,2018
295315,65744161,52494,45450,10.4780867,-73.28234609999998,2249,1,2018
295526,65744451,51409,13170,10.4318574,-75.52610200000001,2249,1,2018
295563,65744500,62040,0,10.3673716,-75.4042656,2249,1,2018
295574,65744519,77880,109210,10.991873199999999,-74.77985509999999,2249,1,2018
295617,65744573,73399,17780,9.7360364,-75.52645629999999,2249,1,2018
295620,65744577,64263,60900,11.019089300000001,-74.815929,2249,1,2018
296004,65745073,50962,24360,10.3957284,-75.555128,2249,1,2018
296016,65745089,53760,34240,10.4348133,-75.5339735,2249,1,2018
296133,65745253,55200,52130,10.5553015,-75.4773962,2249,1,2018
296201,65745346,51117,34740,10.4683895,-75.4998907,2249,1,2018
296518,65745790,50086,1910,10.2604231,-75.3515062,2249,1,2018
296531,65745806,57623,44240,11.0200455,-74.81711700000001,2249,1,2018
296560,65745856,66415,57990,11.0233729,-74.81619609999998,2249,1,2018
296602,65745925,53121,54440,10.9336056,-74.7996279,2249,1,2018
296622,65745965,77224,0,10.5255452,-75.4682624,2249,1,2018
296689,65746076,56257,59090,11.0206051,-74.8686238,2249,1,2018
296705,65746097,84958,0,10.4143469,-75.52967149999999,2249,1,2018
296707,65746099,52040,0,10.4139603,-75.5293972,2249,1,2018
296774,65746184,88221,1170,10.4151382,-75.52901729999999,2249,1,2018
296775,65746185,78253,0,10.4151382,-75.52901729999999,2249,1,2018
296789,65746202,87113,85940,8.7488203,-75.8676995,2249,1,2018
297212,65746869,54293,52200,11.5462278,-72.9177557,2249,1,2018
297214,65746872,52405,1560,11.713457,-72.2649595,2249,1,2018
297217,65746881,58222,23890,11.0029433,-74.818624,2249,1,2018
297319,65747027,52630,48700,10.5169727,-75.4715369,2249,1,2018
297448,65747211,54467,0,10.388473,-75.48004040000001,2249,1,2018
297489,65747264,85615,12340,9.9341207,-73.2583563,2249,1,2018
297583,65747386,81735,85530,11.0064972,-74.8340681,2249,1,2018
297731,65747625,51388,0,8.1740487,-76.06121850000001,2249,1,2018
297788,65747700,54152,2090,7.9762602,-75.4208678,2249,1,2018
297860,65747793,58315,47480,10.430906,-75.5337755,2249,1,2018
297978,65747995,56227,49990,10.3981754,-75.55528690000001,2249,1,2018
298032,65748074,84840,0,10.833111599999999,-74.75912629999999,2249,1,2018
298050,65748094,62092,10190,10.494408300000002,-73.267698,2249,1,2018
298051,65748096,54256,0,10.9363308,-74.851747,2249,1,2018
298073,65748123,51270,20230,11.0035116,-74.8217396,2249,1,2018
298085,65748138,88027,56710,10.4665334,-75.5005633,2249,1,2018
298130,65748201,58143,55730,11.020049400000001,-74.8174834,2249,1,2018
298138,65748219,54374,54310,10.4139176,-75.52501090000001,2249,1,2018
298167,65748266,62507,72330,10.4808937,-73.2505151,2249,1,2018
298226,65748355,55201,1330,10.5410539,-75.466787,2249,1,2018
298287,65748453,50538,12150,10.9362041,-74.82274659999999,2249,1,2018
298288,65748454,62434,34020,10.925671099999999,-74.8143812,2249,1,2018
298291,65748457,63271,40660,10.944878300000001,-74.807311,2249,1,2018
298440,65748659,52800,0,10.835615800000001,-74.7607735,2249,1,2018
298717,65749031,58707,67740,10.409854600000001,-75.5510565,2249,1,2018
298730,65749052,55000,0,10.325060800000001,-75.4890396,2249,1,2018
298826,65749261,77026,68940,11.5431985,-72.9091762,2249,1,2018
298837,65749278,85139,93950,9.233520500000001,-75.8137146,2249,1,2018
298852,65749322,52807,52060,8.408749,-75.58378859999999,2249,1,2018
298854,65749329,79509,65940,10.9832886,-74.7780694,2249,1,2018
298901,65749393,56114,0,10.4002032,-75.555213,2249,1,2018
299093,65749632,58520,62630,11.2386577,-74.21418620000001,2249,1,2018
299113,65749658,73257,63160,11.0145082,-74.83652629999999,2249,1,2018
299289,65749878,89075,76520,10.3941299,-75.55238829999999,2249,1,2018
299504,65750153,87191,70800,10.43768,-75.5318188,2249,1,2018
299559,65750231,77081,0,10.3994429,-75.5541516,2249,1,2018
299698,65750405,65575,58720,10.3866883,-75.46432209999999,2249,1,2018
299705,65750413,56340,72530,10.392330699999999,-75.54692790000001,2249,1,2018
299721,65750442,73430,220,10.9457957,-74.81856309999999,2249,1,2018
299793,65750531,64459,1820,10.9461227,-74.7628781,2249,1,2018
299837,65750583,55170,4570,10.9461749,-74.76703140000001,2249,1,2018
299860,65750609,58307,4340,10.9456657,-74.7685037,2249,1,2018
299888,65750645,78378,82080,10.4645203,-75.5021272,2249,1,2018
299954,65750724,56854,0,10.5152811,-73.2497432,2249,1,2018
299968,65750750,73441,67390,10.9534411,-74.8064991,2249,1,2018
299977,65750762,51790,57130,11.020465,-74.8680345,2249,1,2018
300023,65750824,89926,114160,11.022891099999999,-74.8534943,2249,1,2018
300048,65750859,66000,0,9.2519662,-75.40471009999999,2249,1,2018
300127,65750979,58601,52530,10.395460400000001,-75.5514511,2249,1,2018
300172,65751056,73944,76420,10.412918800000002,-75.5397005,2249,1,2018
300175,65751061,54615,51750,10.9361883,-74.851529,2249,1,2018
300212,65751109,62439,64760,10.3972976,-75.4934619,2249,1,2018
300309,65751267,69373,0,11.0215106,-74.8622302,2249,1,2018
300434,65751416,55623,36160,8.7602474,-75.88374509999998,2249,1,2018
300477,65751474,57703,53730,10.3830637,-75.4761093,2249,1,2018
300602,65751641,51298,38610,10.3980561,-75.5552145,2249,1,2018
300643,65751717,63100,0,10.397654300000001,-75.4732982,2249,1,2018
300708,65751803,91080,0,11.011312599999998,-74.25029640000001,2249,1,2018
300850,65751991,74017,134040,10.4435886,-75.52323709999999,2249,1,2018
300887,65752033,58234,35320,11.107063400000001,-74.2247219,2249,1,2018
300897,65752043,53501,53770,11.0208864,-74.8675706,2249,1,2018
300907,65752056,75418,75390,11.0121206,-74.7952566,2249,1,2018
301085,65752282,57032,58090,11.001697199999999,-74.8006965,2249,1,2018
301122,65752331,88880,0,10.4942209,-73.26788359999999,2249,1,2018
301184,65752411,58960,0,10.9292588,-74.7636818,2249,1,2018
301258,65752509,59199,61790,10.544177000000001,-75.4607814,2249,1,2018
301289,65752545,50262,42940,10.3360459,-75.4140067,2249,1,2018
301344,65752618,67919,68030,10.3810418,-75.47836840000001,2249,1,2018
301395,65752677,56373,56260,11.2338212,-74.1768818,2249,1,2018
301444,65752731,61351,5920,10.944523199999999,-74.8139453,2249,1,2018
301447,65752735,57663,11420,10.9447447,-74.8159881,2249,1,2018
301781,65753173,93069,95560,10.377275,-75.5031275,2249,1,2018
301935,65753372,80134,82240,11.007619300000002,-74.83574159999999,2249,1,2018
302107,65753585,85559,0,11.0174119,-74.83621720000001,2249,1,2018
302112,65753591,51453,37240,10.396662699999998,-75.5542536,2249,1,2018
302244,65753759,53436,0,10.9569953,-74.8163548,2249,1,2018
302466,65754040,72025,68670,10.632247900000001,-74.92187109999999,2249,1,2018
302725,65754382,81589,85120,11.2404446,-74.2166695,2249,1,2018
302756,65754431,71940,0,10.9632642,-74.83941949999999,2249,1,2018
302850,65754561,69960,81250,11.017454699999998,-74.8026403,2249,1,2018
302865,65754581,52307,46190,11.0219442,-74.8158873,2249,1,2018
302911,65754632,52411,40220,9.332723399999999,-75.60844870000001,2249,1,2018
302923,65754644,73306,72830,11.013925,-74.82795920000001,2249,1,2018
303054,65754853,68964,49160,10.3954953,-75.5546843,2249,1,2018
303056,65754855,77000,0,10.9952909,-74.7923597,2249,1,2018
303231,65755081,74245,135350,11.223972900000001,-74.1708696,2249,1,2018
303325,65755221,80154,65990,11.008779800000001,-74.80985190000001,2249,1,2018
303342,65755257,50471,34140,10.982746699999998,-74.77908609999999,2249,1,2018
303433,65755360,91821,93090,9.245159300000001,-74.7573102,2249,1,2018
303686,65755707,68856,74440,7.9861631,-75.4133823,2249,1,2018
303743,65755789,64309,65920,10.4546157,-73.2432541,2249,1,2018
303768,65755823,61917,0,11.020605999999999,-74.8630507,2249,1,2018
303899,65756019,64286,61620,10.907192,-73.0073454,2249,1,2018
304211,65756388,53407,52150,10.4876594,-73.264887,2249,1,2018
304360,65756611,62186,17470,8.770922099999998,-75.8664292,2249,1,2018
304362,65756613,64697,46250,10.4138831,-75.5262068,2249,1,2018
304773,65757146,87109,18090,11.1334753,-74.22731920000001,2249,1,2018
305048,65757547,50728,15190,10.906692900000001,-74.77613259999998,2249,1,2018
305225,65757757,55620,54350,10.986754800000002,-74.8111525,2249,1,2018
305356,65757915,57384,0,10.8357138,-74.7741813,2249,1,2018
305522,65758115,58108,370,10.9540725,-74.8158494,2249,1,2018
305627,65758249,79133,5760,10.9783466,-74.7772975,2249,1,2018
305628,65758250,80738,60230,10.4505936,-75.5162057,2249,1,2018
305815,65758478,51849,4200,11.025969300000002,-74.862752,2249,1,2018
306269,65759072,58754,65340,8.946328300000001,-75.4437176,2249,1,2018
306420,65759268,76844,71770,11.2193468,-74.182139,2249,1,2018
306536,65759410,76872,96620,11.02172,-74.8674749,2249,1,2018
306805,65759791,71782,0,10.8453737,-74.77447,2249,1,2018
306817,65759808,76673,0,10.8462521,-74.7745042,2249,1,2018
306820,65759811,76071,0,10.8462371,-74.77333399999999,2249,1,2018
306821,65759812,78119,0,10.8464349,-74.7730606,2249,1,2018
306823,65759814,67598,0,10.8467939,-74.7742791,2249,1,2018
306825,65759816,88662,0,10.8471424,-74.7743031,2249,1,2018
306830,65759821,66880,0,10.398226699999999,-75.5571093,2249,1,2018
306846,65759837,50014,0,10.8446944,-74.77746280000001,2249,1,2018
306859,65759854,55200,0,11.0110168,-74.7984819,2249,1,2018
306861,65759856,76782,6580,10.8474712,-74.77321620000001,2249,1,2018
306875,65759880,64680,0,10.3432114,-75.48722149999999,2249,1,2018
306936,65759967,71783,0,8.1808908,-76.05944659999999,2249,1,2018
307100,65760149,74822,74120,11.0018375,-74.7968405,2249,1,2018
307106,65760156,53440,35600,10.231357699999998,-75.4259739,2249,1,2018
307133,65760191,65001,39810,11.0202721,-74.81742309999998,2249,1,2018
307136,65760194,80723,93300,11.0083025,-74.83492840000001,2249,1,2018
307192,65760263,89194,78190,11.219637800000001,-74.18174,2249,1,2018
307213,65760295,51186,59100,10.922296000000001,-74.81187440000001,2249,1,2018
307220,65760302,55558,55000,10.402388,-75.4815752,2249,1,2018
307341,65760444,54000,35360,10.3725384,-75.50371949999999,2249,1,2018
307343,65760447,62227,70100,11.0172168,-74.82507059999999,2249,1,2018
307557,65760743,59229,68870,9.3100572,-75.390443,2249,1,2018
307572,65760760,55680,0,11.0073885,-74.8085747,2249,1,2018
307700,65760929,55178,54870,10.402170800000002,-75.4622269,2249,1,2018
307712,65760946,89680,63910,10.29389,-75.5106012,2249,1,2018
307790,65761054,53967,0,8.7797727,-75.86119040000001,2249,1,2018
308257,65761717,76529,74680,11.0200935,-74.86873790000001,2249,1,2018
308323,65761830,57200,61600,10.893228500000001,-74.7682313,2249,1,2018
308463,65762035,62698,0,9.524650900000001,-73.7045323,2249,1,2018
308509,65762107,57005,56190,10.9905705,-74.8127166,2249,1,2018
308566,65762211,53076,49360,10.380336999999999,-75.4790067,2249,1,2018
308567,65762213,88943,77840,10.3797052,-75.47881170000001,2249,1,2018
308643,65762308,56430,53900,8.7596376,-75.87080870000001,2249,1,2018
308706,65762396,85602,90330,9.3063743,-75.3936985,2249,1,2018
308771,65762493,63243,0,10.936480300000001,-74.83477979999999,2249,1,2018
308844,65762619,77306,76960,11.0225411,-74.8148285,2249,1,2018
308865,65762646,59400,0,11.0161675,-74.86233490000001,2249,1,2018
308887,65762678,52441,52500,10.984881800000002,-74.7974983,2249,1,2018
308973,65762812,83600,0,9.7076884,-73.67971949999999,2249,1,2018
309031,65762905,57336,61470,10.7577753,-74.7532125,2249,1,2018
309118,65763017,64894,54730,11.0106906,-74.8372143,2249,1,2018
309149,65763058,84444,84210,8.522255300000001,-75.6679314,2249,1,2018
309224,65763166,58427,56100,7.981466800000001,-75.4194362,2249,1,2018
309235,65763184,53460,46640,10.3364515,-75.4278675,2249,1,2018
309414,65763401,58117,0,11.007520800000002,-74.8126705,2249,1,2018
309477,65763482,54554,47760,10.2529787,-75.3457273,2249,1,2018
309505,65763523,59840,54470,11.186392300000001,-74.2340757,2249,1,2018
309521,65763540,52800,0,11.237569800000001,-74.2111574,2249,1,2018
309532,65763554,92960,85740,11.0053455,-74.8199803,2249,1,2018
309588,65763626,57796,57850,11.0181663,-74.8337479,2249,1,2018
309665,65763728,51480,0,10.4057227,-75.5081561,2249,1,2018
309666,65763729,57982,9190,8.7799323,-75.8611746,2249,1,2018
309815,65763902,55094,74060,10.4319885,-75.5422725,2249,1,2018
309821,65763909,65335,0,11.3809484,-72.2341387,2249,1,2018
309874,65763967,62718,0,10.923834699999999,-74.8674529,2249,1,2018
309883,65763976,67472,109220,9.3154755,-75.3895724,2249,1,2018
309938,65764068,66219,0,8.763671400000002,-75.873634,2249,1,2018
309992,65764134,55480,143670,11.2377106,-74.2007222,2249,1,2018
310026,65764178,77000,108530,10.9017145,-74.782501,2249,1,2018
310071,65764233,73044,75600,11.0086771,-74.8370019,2249,1,2018
310167,65764363,79200,117330,9.985380099999999,-73.8720145,2249,1,2018
310274,65764496,51584,56200,10.9174452,-74.7715595,2249,1,2018
310290,65764516,79831,76080,8.7466771,-75.8920202,2249,1,2018
310363,65764614,76984,37700,11.1901829,-74.23051509999999,2249,1,2018
310521,65764818,50227,48950,9.3081631,-75.40887190000001,2249,1,2018
310578,65764924,73892,0,11.0076324,-74.8146661,2249,1,2018
310757,65765169,82471,70980,10.7982533,-74.91674029999999,2249,1,2018
310759,65765171,51568,59680,8.6595931,-75.1295183,2249,1,2018
